osmwaysmilan.id,osmwaysmilan.userid,osmwaysmilan.timestamp,osmwaysmilan.isvisible,osmwaysmilan.version,osmwaysmilan.changesetid,osmwaysmilan.tags,osmwaysmilan.nodes
W4011790,0,2018-11-10T19:51:11Z,false,6,0,{"surface":"asphalt","lit":"yes","name":"Via Antonio Canova","highway":"unclassified","loc_ref":"7238_35162","oneway":"yes"},["N21226567","N6051565298","N4081419551","N4081419549","N21226446"]
W4011792,0,2014-03-16T10:45:05Z,false,5,0,{"name":"Via Costanza","highway":"residential","oneway":"yes","loc_ref":"6237_1406"},["N21226259","N1542124810","N2720788207","N2720788204","N2720788195","N561070738"]
W4011793,0,2017-11-09T17:33:28Z,false,15,0,{"sidewalk":"both","surface":"asphalt","lit":"yes","name":"Viale Pietro e Maria Curie","incline":"down","highway":"tertiary","name:etymology:wikidata":"Q37463;Q7186","loc_ref":"7110_36838","oneway":"yes"},["N21226637","N4061723672","N4061723683","N4061719039","N21227042","N4061719016","N1308259120","N4061715077","N21227218","N1308259121","N4061719025","N21226282"]
W4011799,0,2017-12-28T08:50:14Z,false,7,0,{"cycling_width":"mean","maxspeed":"50","name":"Via Marchesi de&#39; Taddei","highway":"residential","loc_ref":"6268_35679","oneway":"yes"},["N21226280","N1273022503","N2805580918","N2805580919","N2805580920","N2805580921","N21225867"]
W4011800,0,2018-07-14T07:55:35Z,false,13,0,{"sidewalk":"both","surface":"asphalt","lit":"yes","lanes":"1","name":"Via Monte Bianco","highway":"unclassified","loc_ref":"6392_4523","oneway":"yes"},["N560985377","N1515413190","N578291738"]
W4011803,0,2014-03-15T17:04:02Z,false,4,0,{"name":"Via Pompeo Neri","highway":"unclassified","oneway":"yes","loc_ref":"6817_3260"},["N21227219","N2719450860","N21226096"]
W4011807,0,2016-08-02T01:20:17Z,false,9,0,{"sidewalk":"both","cycling_width":"wide","name":"Via Antonio Tolomeo Trivulzio","highway":"unclassified","postal_code":"20146","oneway":"yes","loc_ref":"6277_10546"},["N2747568359","N3609573043","N2747568356","N4331610496","N21226361"]
W4011809,0,2011-05-11T12:46:50Z,false,3,0,{"leisure":"park"},["N946183737","N21226802","N21226777","N21226717","N946183737"]
W4011816,0,2015-11-06T09:42:04Z,false,2,0,{"leisure":"park"},["N21226573","N3820432436","N21226142","N3820432448","N21227194","N3820432863","N21226415","N21226573"]
W4011817,0,2018-02-23T21:50:04Z,false,16,0,{"maxspeed":"50","name":"Piazza Simone Bolivar","highway":"primary","loc_ref":"6129_35704","oneway":"yes"},["N21226674","N2784818762"]
W4011818,0,2014-05-22T20:35:47Z,false,5,0,{"name":"Via Giacomo Quarenghi","highway":"unclassified","oneway":"yes","loc_ref":"7478_39774"},["N21226209","N21226316"]
W4011819,0,2014-04-19T16:00:58Z,false,6,0,{"cycling_width":"mean","name":"Via Marostica","maxspeed":"50","highway":"unclassified","loc_ref":"6591_3040"},["N21226301","N1273045478","N2801399046","N1897804305","N1273022642","N21227095"]
W4011824,0,2015-02-24T10:46:36Z,false,7,0,{"fixme":"loc_ref equivalente: 6677_7829 (ma va prima sistemato il nodo a nord)","name":"Via Fezzan","highway":"unclassified","oneway":"yes","loc_ref":"6677_44706"},["N21227191","N1487629771","N3369904820","N21226363"]
W4011829,0,2014-04-21T09:08:07Z,false,11,0,{"cycling_width":"wide","name":"Via Antonio Tolomeo Trivulzio","highway":"unclassified","postal_code":"20146","loc_ref":"6272_30407"},["N21226411","N363767872"]
